iter	Passed	Remaining
148	293	1678
149	294	1669
150	295	1660
151	295	1650
152	296	1641
153	297	1632
154	297	1623
155	298	1615
156	299	1606
157	299	1597
158	300	1589
159	301	1580
160	302	1575
161	303	1568
162	304	1561
163	304	1553
164	305	1545
165	306	1538
166	306	1530
167	307	1522
168	308	1515
169	308	1507
170	309	1500
171	310	1492
172	310	1485
173	311	1478
174	312	1471
175	312	1464
176	313	1457
177	314	1450
178	314	1443
179	316	1440
180	316	1433
181	317	1426
182	318	1420
183	318	1413
184	319	1407
185	320	1401
186	320	1395
187	321	1388
188	322	1382
189	322	1376
190	323	1369
191	324	1363
192	324	1357
193	325	1351
194	326	1345
195	326	1340
196	327	1334
197	327	1328
198	328	1323
199	329	1318
200	330	1312
201	330	1307
202	331	1301
203	332	1296
204	332	1290
205	333	1285
206	334	1279
207	334	1274
208	335	1269
209	336	1264
210	336	1259
211	337	1253
212	337	1248
213	338	1243
214	339	1238
215	339	1233
216	340	1228
217	341	1223
218	341	1218
219	343	1218
220	345	1217
221	346	1215
222	348	1213
223	348	1208
224	349	1204
225	350	1199
226	351	1195
227	351	1190
228	352	1186
229	353	1181
230	353	1177
231	354	1173
232	355	1168
233	355	1164
234	356	1159
235	357	1157
236	358	1153
237	358	1148
238	359	1144
239	360	1140
240	360	1136
241	361	1132
242	362	1127
243	362	1123
244	363	1120
245	364	1116
246	364	1112
247	365	1108
248	366	1104
249	366	1100
250	367	1096
251	367	1092
252	368	1088
253	369	1084
254	369	1080
255	370	1076
256	372	1077
257	373	1074
258	374	1071
259	375	1068
260	376	1066
261	377	1063
262	379	1062
263	380	1059
264	381	1057
265	382	1054
266	383	1051
267	384	1049
268	385	1047
269	386	1045
270	387	1043
271	388	1040
272	389	1037
273	390	1034
274	391	1031
275	392	1028
276	392	1025
277	393	1022
278	394	1019
279	395	1016
280	396	1013
281	396	1010
282	397	1007
283	399	1006
284	401	1006
285	407	1016
286	408	1014
287	409	1012
288	410	1009
289	411	1007
290	412	1004
291	413	1003
292	414	1001
293	415	998
294	416	996
295	417	993
296	418	991
297	420	990
298	421	987
299	422	985
300	423	982
301	424	980
302	425	978
303	426	976
304	427	973
305	428	972
306	430	971
307	437	982
308	438	981
309	440	979
310	441	977
311	442	976
312	444	974
313	445	972
314	448	976
315	449	973
316	451	971
317	452	969
318	453	967
319	454	965
320	455	963
321	456	961
322	457	959
323	458	957
324	460	955
325	461	953
326	462	951
327	463	949
328	464	947
329	465	944
330	466	942
331	467	941
332	470	941
333	471	939
334	472	937
335	473	935
336	478	941
337	480	941
338	484	943
339	485	942
340	487	942
341	489	941
342	490	940
343	492	939
344	493	937
345	495	935
346	496	934
347	497	932
348	504	941
349	507	943
350	509	941
351	510	939
352	512	938
353	513	937
354	515	935
355	516	934
356	518	932
357	519	931
358	521	930
359	523	930
360	525	930
361	527	929
362	529	928
363	533	932
364	535	931
365	537	930
366	540	931
367	541	930
368	542	927
369	543	925
370	544	923
371	545	921
372	546	919
373	547	916
374	548	914
375	549	911
376	550	909
377	552	908
378	553	907
379	554	904
380	555	902
381	555	899
382	556	896
383	557	893
384	557	891
385	558	888
386	559	885
387	560	883
388	561	881
389	562	879
390	563	877
391	563	874
392	564	872
393	565	870
394	567	869
395	568	867
396	569	865
397	570	863
398	571	860
399	572	858
400	573	856
401	574	854
402	574	851
403	575	849
404	576	847
405	577	844
406	578	842
407	579	840
408	580	838
409	583	839
410	584	837
411	585	835
412	586	833
413	587	831
414	588	829
415	589	826
416	589	824
417	590	822
418	591	820
419	592	818
420	593	815
421	595	815
422	597	814
423	598	813
424	599	810
425	600	808
426	601	806
427	601	804
428	602	802
429	603	800
430	604	797
431	605	795
432	605	793
433	606	791
434	608	789
435	610	789
436	611	787
437	612	785
438	613	784
439	614	782
440	616	781
441	617	779
442	618	777
443	619	775
444	620	773
445	621	771
446	621	769
447	623	768
448	624	766
449	625	765
450	626	762
451	627	760
452	628	758
453	629	756
454	629	754
455	630	752
456	631	750
457	632	748
458	633	746
459	634	744
460	635	742
461	636	741
462	637	739
463	638	737
464	639	735
465	640	733
466	640	731
467	641	729
468	642	727
469	643	725
470	644	724
471	645	722
472	646	720
473	647	718
474	648	716
475	649	714
476	649	712
477	651	711
478	652	709
479	652	707
480	653	705
481	654	703
482	655	701
483	655	699
484	656	697
485	657	695
486	657	693
487	658	690
488	659	688
489	659	686
490	660	684
491	661	682
492	661	680
493	662	678
494	663	676
495	664	674
496	664	672
497	665	670
498	666	668
499	666	666
500	667	664
501	668	662
502	668	660
503	669	658
504	670	656
505	670	654
506	671	652
507	672	650
508	672	648
509	673	646
510	674	645
511	674	643
512	675	641
513	676	639
514	676	637
515	677	635
516	678	634
517	679	632
518	680	630
519	680	628
520	681	626
521	682	624
522	682	622
523	683	620
524	683	618
525	684	616
526	685	615
527	685	613
528	686	611
529	687	609
530	687	607
531	688	605
532	689	603
533	689	602
534	690	600
535	691	598
536	692	597
537	693	595
538	693	593
539	694	591
540	695	589
541	695	587
542	696	586
543	696	584
544	697	582
545	698	580
546	698	578
547	699	576
548	700	575
549	700	573
550	701	571
551	701	569
552	702	567
553	703	566
554	703	564
555	704	562
556	705	560
557	706	559
558	706	557
559	707	556
560	708	554
561	709	552
562	710	551
563	710	549
564	711	547
565	712	546
566	713	544
567	713	542
568	714	541
569	715	539
570	715	537
571	716	536
572	717	534
573	717	532
574	718	530
575	719	529
576	720	527
577	720	526
578	721	524
579	722	522
580	722	521
581	723	519
582	724	517
583	724	516
584	725	514
585	726	512
586	726	511
587	727	509
588	728	508
589	728	506
590	729	504
591	729	503
592	730	501
593	731	499
594	731	498
595	733	497
596	734	495
597	735	494
598	735	492
599	736	491
600	737	489
601	738	487
602	738	486
603	739	484
604	740	483
605	740	481
606	741	479
607	742	478
608	742	476
609	743	475
610	743	473
611	744	472
612	745	470
613	745	468
614	747	467
615	748	466
616	749	465
617	750	464
618	751	462
619	752	461
620	753	459
621	754	458
622	754	456
623	755	455
624	756	453
625	756	452
626	757	450
627	757	448
628	758	447
629	759	445
630	759	444
631	761	443
632	761	441
633	762	440
634	763	438
635	763	437
636	764	435
637	764	434
638	765	432
639	766	431
640	766	429
641	767	427
642	768	426
643	768	424
644	769	423
645	770	421
646	770	420
647	771	419
648	772	417
649	772	416
650	773	414
651	773	413
652	774	411
653	775	410
654	776	408
655	776	407
656	777	405
657	778	404
658	778	402
659	779	401
660	779	400
661	780	398
662	781	397
663	781	395
664	782	394
665	783	392
666	783	391
667	784	389
668	785	388
669	785	387
670	786	385
671	787	384
672	787	382
673	788	381
674	790	380
675	791	379
676	792	378
677	793	376
678	794	375
679	794	374
680	795	372
681	796	371
682	796	369
683	797	368
684	798	367
685	798	365
686	799	364
687	800	362
688	800	361
689	801	360
690	802	358
691	804	357
692	804	356
693	805	355
694	806	353
695	806	352
696	807	351
697	808	349
698	808	348
699	809	346
700	810	345
701	811	344
702	812	343
703	812	341
704	813	340
705	813	338
706	814	337
707	814	336
708	815	334
709	816	333
710	816	332
711	817	330
712	818	329
713	818	328
714	819	326
715	820	325
716	820	324
717	821	322
718	822	321
719	822	320
720	823	318
721	824	317
722	824	316
723	825	314
724	826	313
725	827	312
726	827	310
727	828	309
728	829	308
729	829	306
730	830	305
731	831	304
732	831	303
733	832	301
734	833	300
735	834	299
736	834	297
737	835	296
738	835	295
739	836	293
740	837	292
741	837	291
742	838	290
743	839	289
744	840	287
745	841	286
746	842	285
747	842	283
748	843	282
749	844	281
750	844	280
751	845	278
752	846	277
753	846	276
754	847	274
755	848	273
756	848	272
757	849	271
758	850	269
759	850	268
760	851	267
761	852	266
762	852	264
763	853	263
764	854	262
765	855	261
766	855	259
767	856	258
768	856	257
769	857	256
770	858	254
771	858	253
772	859	252
773	860	251
774	860	249
775	861	248
776	862	247
777	862	246
778	863	244
779	864	243
780	864	242
781	865	241
782	865	239
783	866	238
784	867	237
785	868	236
786	868	235
787	869	233
788	870	232
789	870	231
790	871	230
791	872	229
792	872	227
793	873	226
794	874	225
795	874	224
796	875	222
797	876	221
798	876	220
799	877	219
800	878	218
801	878	216
802	879	215
803	880	214
804	880	213
805	882	212
806	883	211
807	884	210
808	885	209
809	887	208
810	888	206
811	888	205
812	889	204
813	890	203
814	890	202
815	891	201
816	892	199
817	892	198
818	893	197
819	893	196
820	895	195
821	895	193
822	896	192
823	897	191
824	897	190
825	898	189
826	898	188
827	899	186
828	900	185
829	901	184
830	901	183
831	902	182
832	903	181
833	903	179
834	904	178
835	904	177
836	905	176
837	906	175
838	906	174
839	907	172
840	908	171
841	909	170
842	909	169
843	910	168
844	911	167
845	911	165
846	912	164
847	913	163
848	913	162
849	914	161
850	915	160
851	915	159
852	916	157
853	916	156
854	917	155
855	918	154
856	918	153
857	919	152
858	920	151
859	920	149
860	921	148
861	922	147
862	922	146
863	923	145
864	924	144
865	925	143
866	925	142
867	926	140
868	927	139
869	927	138
870	928	137
871	929	136
872	929	135
873	930	134
874	931	133
875	931	131
876	932	130
877	932	129
878	933	128
879	934	127
880	934	126
881	935	125
882	936	124
883	937	122
884	937	121
885	938	120
886	939	119
887	939	118
888	940	117
889	941	116
890	941	115
891	942	114
892	943	113
893	943	111
894	944	110
895	945	109
896	945	108
897	946	107
898	947	106
899	947	105
900	948	104
901	949	103
902	949	102
903	951	101
904	952	99
905	953	98
906	953	97
907	954	96
908	956	95
909	957	94
910	959	93
911	960	92
912	961	91
913	961	90
914	962	89
915	963	88
916	963	87
917	964	86
918	965	85
919	965	83
920	966	82
921	967	81
922	967	80
923	968	79
924	969	78
925	969	77
926	970	76
927	971	75
928	972	74
929	973	73
930	974	72
931	975	71
932	976	70
933	976	69
934	977	67
935	978	66
936	978	65
937	979	64
938	980	63
939	980	62
940	981	61
941	981	60
942	982	59
943	983	58
944	983	57
945	984	56
946	985	55
947	987	54
948	988	53
949	989	52
950	990	51
951	991	49
952	991	48
953	992	47
954	993	46
955	993	45
956	994	44
957	995	43
958	995	42
959	996	41
960	997	40
961	997	39
962	998	38
963	998	37
964	999	36
965	1000	35
966	1002	34
967	1003	33
968	1004	32
969	1005	31
970	1005	30
971	1006	28
972	1007	27
973	1007	26
974	1008	25
975	1009	24
976	1009	23
977	1010	22
978	1011	21
979	1011	20
980	1012	19
981	1013	18
982	1013	17
983	1014	16
984	1015	15
985	1017	14
986	1018	13
987	1019	12
988	1020	11
989	1020	10
990	1021	9
991	1022	8
992	1022	7
993	1023	6
994	1024	5
995	1024	4
996	1025	3
997	1026	2
998	1026	1
999	1027	0
