iter	Passed	Remaining
596	992	669
597	993	667
598	997	667
599	1000	667
600	1001	664
601	1002	662
602	1003	660
603	1003	658
604	1004	656
605	1005	653
606	1010	654
607	1012	652
608	1013	650
609	1014	648
610	1015	646
611	1016	644
612	1017	642
613	1019	640
614	1020	639
615	1022	637
616	1023	635
617	1024	633
618	1025	631
619	1026	628
620	1028	627
621	1029	625
622	1030	623
623	1031	621
624	1032	619
625	1033	617
626	1042	620
627	1045	619
628	1047	617
629	1049	616
630	1056	618
631	1057	615
632	1059	614
633	1060	612
634	1061	610
635	1062	608
636	1063	606
637	1064	603
638	1066	602
639	1067	600
640	1068	598
641	1069	596
642	1069	594
643	1070	591
644	1073	590
645	1074	588
646	1075	586
647	1076	584
648	1077	582
649	1083	583
650	1085	582
651	1087	580
652	1088	578
653	1088	576
654	1090	574
655	1091	572
656	1091	570
657	1096	570
658	1097	568
659	1098	565
660	1099	563
661	1101	562
662	1102	560
663	1103	558
664	1104	556
665	1105	554
666	1105	552
667	1110	551
668	1111	549
669	1111	547
670	1112	545
671	1113	543
672	1113	541
673	1114	539
674	1115	537
675	1116	534
676	1117	532
677	1117	530
678	1118	528
679	1119	526
680	1120	524
681	1120	522
682	1121	520
683	1125	519
684	1126	518
685	1127	516
686	1128	513
687	1128	511
688	1129	509
689	1132	508
690	1133	506
691	1134	504
692	1135	502
693	1135	500
694	1138	499
695	1139	497
696	1140	495
697	1140	493
698	1142	491
699	1143	490
700	1144	488
701	1145	486
702	1146	484
703	1147	482
704	1147	480
705	1152	479
706	1153	477
707	1154	475
708	1154	473
709	1155	471
710	1157	470
711	1158	468
712	1159	466
713	1160	464
714	1161	462
715	1161	460
716	1166	460
717	1169	459
718	1170	457
719	1170	455
720	1172	453
721	1173	451
722	1174	449
723	1175	447
724	1175	445
725	1176	444
726	1177	442
727	1178	440
728	1181	439
729	1182	437
730	1183	435
731	1184	433
732	1184	431
733	1185	429
734	1186	427
735	1188	426
736	1189	424
737	1189	422
738	1190	420
739	1191	418
740	1192	416
741	1195	415
742	1196	413
743	1197	412
744	1198	410
745	1198	408
746	1201	406
747	1202	405
748	1203	403
749	1203	401
750	1204	399
751	1205	397
752	1210	397
753	1211	395
754	1212	393
755	1212	391
756	1214	389
757	1215	388
758	1216	386
759	1217	384
760	1218	382
761	1219	380
762	1219	378
763	1222	377
764	1224	376
765	1225	374
766	1226	372
767	1227	370
768	1227	368
769	1229	367
770	1231	365
771	1232	363
772	1233	362
773	1233	360
774	1234	358
775	1239	357
776	1240	356
777	1241	354
778	1242	352
779	1242	350
780	1245	349
781	1246	347
782	1247	345
783	1247	343
784	1248	341
785	1249	340
786	1251	338
787	1254	337
788	1254	335
789	1255	333
790	1256	331
791	1256	330
792	1258	328
793	1260	326
794	1261	325
795	1261	323
796	1262	321
797	1263	319
798	1268	319
799	1269	317
800	1270	315
801	1272	314
802	1273	312
803	1274	310
804	1275	308
805	1275	307
806	1276	305
807	1277	303
808	1282	302
809	1283	300
810	1283	299
811	1284	297
812	1285	295
813	1287	294
814	1287	292
815	1289	290
816	1289	288
817	1290	287
818	1291	285
819	1292	283
820	1296	282
821	1297	280
822	1298	279
823	1298	277
824	1299	275
825	1300	273
826	1302	272
827	1303	270
828	1304	269
829	1305	267
830	1306	265
831	1307	264
832	1311	262
833	1312	261
834	1313	259
835	1314	257
836	1314	256
837	1317	254
838	1317	252
839	1318	251
840	1319	249
841	1320	247
842	1321	246
843	1325	245
844	1326	243
845	1327	241
846	1328	239
847	1329	238
848	1330	236
849	1332	235
850	1333	233
851	1334	231
852	1334	230
853	1335	228
854	1336	226
855	1340	225
856	1342	224
857	1343	222
858	1343	220
859	1346	219
860	1347	217
861	1347	215
862	1348	214
863	1349	212
864	1350	210
865	1351	209
866	1355	207
867	1356	206
868	1357	204
869	1357	202
870	1360	201
871	1363	200
872	1363	198
873	1364	196
874	1365	195
875	1370	193
876	1372	192
877	1373	190
878	1374	189
879	1375	187
880	1376	185
881	1377	184
882	1378	182
883	1378	180
884	1383	179
885	1384	178
886	1385	176
887	1387	175
888	1388	173
889	1389	171
890	1390	170
891	1391	168
892	1392	166
893	1394	165
894	1399	164
895	1401	162
896	1402	160
897	1405	159
898	1406	158
899	1408	156
900	1409	154
901	1412	153
902	1416	152
903	1417	150
904	1417	148
905	1418	147
906	1419	145
907	1420	143
908	1421	142
909	1422	140
910	1422	139
911	1423	137
912	1424	135
913	1429	134
914	1431	132
915	1432	131
916	1433	129
917	1434	128
918	1435	126
919	1436	124
920	1436	123
921	1439	121
922	1441	120
923	1443	118
924	1444	117
925	1445	115
926	1447	113
927	1448	112
928	1449	110
929	1450	109
930	1451	107
931	1452	105
932	1453	104
933	1456	102
934	1458	101
935	1459	99
936	1459	98
937	1460	96
938	1461	94
939	1463	93
940	1465	91
941	1466	90
942	1466	88
943	1467	87
944	1470	85
945	1472	84
946	1474	82
947	1475	80
948	1476	79
949	1477	77
950	1480	76
951	1482	74
952	1483	73
953	1485	71
954	1487	70
955	1490	68
956	1491	67
957	1492	65
958	1493	63
959	1495	62
960	1502	60
961	1503	59
962	1505	57
963	1506	56
964	1507	54
965	1508	53
966	1509	51
967	1510	49
968	1511	48
969	1514	46
970	1515	45
971	1516	43
972	1516	42
973	1517	40
974	1518	38
975	1519	37
976	1520	35
977	1521	34
978	1523	32
979	1524	31
980	1525	29
981	1525	27
982	1526	26
983	1528	24
984	1530	23
985	1531	21
986	1531	20
987	1532	18
988	1533	17
989	1536	15
990	1537	13
991	1538	12
992	1538	10
993	1539	9
994	1541	7
995	1544	6
996	1545	4
997	1546	3
998	1547	1
999	1549	0
